Date,Dogecoin,Shiba Inu,Floki,Oficial Trump,Bonk
2023-04-21 00:00:00+00:00,0.07847899943590164,9.999999747378752e-06,2.8000000384054147e-05,0.000590000010561198,9.999999974752427e-07
2023-04-22 00:00:00+00:00,0.08037500083446503,9.999999747378752e-06,2.9999999242136255e-05,0.0007190000033006072,9.999999974752427e-07
2023-04-23 00:00:00+00:00,0.07881999760866165,9.999999747378752e-06,2.9000000722589903e-05,0.0006580000044777989,9.999999974752427e-07
2023-04-24 00:00:00+00:00,0.07878399640321732,9.999999747378752e-06,4.5000000682193786e-05,0.0006389999762177467,9.999999974752427e-07
2023-04-25 00:00:00+00:00,0.07984700053930283,9.999999747378752e-06,3.7000001611886546e-05,0.0006019999855197966,9.999999974752427e-07
2023-04-26 00:00:00+00:00,0.07862299680709839,9.999999747378752e-06,3.7000001611886546e-05,0.0005750000127591193,9.999999974752427e-07
2023-04-27 00:00:00+00:00,0.08019000291824341,9.999999747378752e-06,3.7000001611886546e-05,0.0004959999932907522,9.999999974752427e-07
2023-04-28 00:00:00+00:00,0.08036399632692337,9.999999747378752e-06,3.600000127335079e-05,0.0005699999746866524,9.999999974752427e-07
2023-04-29 00:00:00+00:00,0.08162999898195267,9.999999747378752e-06,3.5000000934815034e-05,0.0005510000046342611,9.999999974752427e-07
2023-04-30 00:00:00+00:00,0.07976900041103363,9.999999747378752e-06,3.400000059627928e-05,0.0005200000014156103,9.999999974752427e-07
2023-05-01 00:00:00+00:00,0.07881999760866165,9.999999747378752e-06,3.199999991920777e-05,0.0005699999746866524,9.999999974752427e-07
2023-05-02 00:00:00+00:00,0.07880599796772003,9.999999747378752e-06,3.199999991920777e-05,0.0005039999959990382,9.999999974752427e-07
2023-05-03 00:00:00+00:00,0.07971300184726715,9.999999747378752e-06,3.300000025774352e-05,0.0005890000029467046,9.999999974752427e-07
2023-05-04 00:00:00+00:00,0.07844900339841843,9.999999747378752e-06,3.199999991920777e-05,0.0005559999844990671,9.999999974752427e-07
2023-05-05 00:00:00+00:00,0.08038999885320663,9.999999747378752e-06,4.8000001697801054e-05,0.0005530000198632479,9.999999974752427e-07
2023-05-06 00:00:00+00:00,0.07699800282716751,9.000000318337698e-06,3.9999998989515007e-05,0.00039900001138448715,0.0
2023-05-07 00:00:00+00:00,0.07671000063419342,9.000000318337698e-06,3.9999998989515007e-05,0.00041000000783242285,9.999999974752427e-07
2023-05-08 00:00:00+00:00,0.07247299700975418,9.000000318337698e-06,3.400000059627928e-05,0.00037900000461377203,0.0
2023-05-09 00:00:00+00:00,0.0731389969587326,9.000000318337698e-06,3.600000127335079e-05,0.0005089999758638442,0.0
2023-05-10 00:00:00+00:00,0.07322599738836288,9.000000318337698e-06,3.7999998312443495e-05,0.0004729999927803874,0.0
2023-05-11 00:00:00+00:00,0.07208500057458878,9.000000318337698e-06,3.5000000934815034e-05,0.00041000000783242285,0.0
2023-05-12 00:00:00+00:00,0.07245899736881256,9.000000318337698e-06,3.600000127335079e-05,0.00039999998989515007,0.0
2023-05-13 00:00:00+00:00,0.07177700102329254,9.000000318337698e-06,3.600000127335079e-05,0.00039900001138448715,0.0
2023-05-14 00:00:00+00:00,0.07198599725961685,9.000000318337698e-06,3.600000127335079e-05,0.00039900001138448715,0.0
2023-05-15 00:00:00+00:00,0.07204599678516388,9.000000318337698e-06,3.5000000934815034e-05,0.00042799999937415123,0.0
2023-05-16 00:00:00+00:00,0.07272899895906448,9.000000318337698e-06,3.400000059627928e-05,0.0004220000118948519,0.0
2023-05-17 00:00:00+00:00,0.07491099834442139,9.000000318337698e-06,3.400000059627928e-05,0.00042100000428035855,0.0
2023-05-18 00:00:00+00:00,0.07354599982500076,9.000000318337698e-06,3.300000025774352e-05,0.0004220000118948519,0.0
2023-05-19 00:00:00+00:00,0.07352700084447861,9.000000318337698e-06,3.300000025774352e-05,0.000526999996509403,0.0
2023-05-20 00:00:00+00:00,0.07366999983787537,9.000000318337698e-06,3.300000025774352e-05,0.00046099998871795833,0.0
2023-05-21 00:00:00+00:00,0.07214199751615524,9.000000318337698e-06,3.099999958067201e-05,0.00041599999531172216,0.0
2023-05-22 00:00:00+00:00,0.07299800217151642,9.000000318337698e-06,3.099999958067201e-05,0.0004140000091865659,0.0
2023-05-23 00:00:00+00:00,0.07286400347948074,9.000000318337698e-06,3.199999991920777e-05,0.00042299999040551484,0.0
2023-05-24 00:00:00+00:00,0.07073500007390976,9.000000318337698e-06,3.099999958067201e-05,0.00039900001138448715,0.0
2023-05-25 00:00:00+00:00,0.07087499648332596,9.000000318337698e-06,3.099999958067201e-05,0.0004130000015720725,0.0
2023-05-26 00:00:00+00:00,0.07098399847745895,9.000000318337698e-06,3.099999958067201e-05,0.00044299999717622995,0.0
